,name,price,type,종류,소재,치수,제조사,제조국,취급시 주의사항,품질보증기준,A/S 책임자,색상,크기,제품 소재,세탁방법/취급시 주의사항,제조연월,비비안웨스트우드 / 지인터내셔날㈜,이탈리아,"수분, 직사광선, 이염, 변색, 화기 등 주의(고객센터문의)",관련 법 및 소비자 분쟁해결 규정에 따름,관련법 및 소비자 분쟁 해결기준에 따름
10,페라가모 67 8648 0444078 (678648 444078)양면 벨트,"399,000원",luxury,벨트,소가죽 스테인리스스틸,SIZE - 91cmx3cm,페라가모/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
11,가죽 카드 홀더,"387,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
12,메종키츠네 SPEDU05127 EC 칠랙스 폭스 토트백,"119,000원",luxury,토트백,코튼,,메종키츠네/(주)트랜드메카-병행수입,브랜드국-프랑스(FRANCE)(원산지:불가리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,아이보리,SIZE - 44.5cmx36cmx11.5cm,,,,,,,,
13,GG 패턴 실크 타이,"310,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
14,보테가베네타 113539 V001D 인트레치아토 키링 3종 택1,"289,000원",luxury,키링,양가죽 스테인리스스틸,SIZE - 3.5cmx13.5cm,보테가베네타/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
15,보테가베네타 113539 V001D 6337 인트레치아토 키링,"279,000원",luxury,키링,양가죽,SIZE - 3.5cmx13.5cm,보테가베네타/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
16,메종키츠네 JW00333KM0001 P199 더블 모노크롬 폭스 해드 패치 여성 맨투맨,"279,000원",luxury,,,상세페이지참조,메종키츠네/(주)트랜드메카-병행수입,브랜드국-프랑스(FRANCE)(원산지:포르투갈),,상세페이지참조,(주)트랜드메카 고객센터/1599-3735,블랙,,코튼,상세페이지참조,상세페이지참조,,,,,
17,Laure Tote Bag,"129,000원",luxury,토트백,"면 98%, 폴리우레탄 2%",,A.P.C/㈜아이디룩,중국,드라이클리닝,1. 공정거래위원회 고시 내 소비자 분쟁해결기준에 의거 보상합니다.  2. 구입 후 7일이내 제품에 손상이 없을 경우 교환 또는 환불 받으실 수 있습니다.  (고객변심에 의한 경우에는 왕복택배비를 부담)   3. 수령상품이 불량일 경우 자체 검품 확인후 교환 또는 환불이 가능합니다.,(주)아이디룩 고객센터 1833-2250,36(BLUE),30.5 X 37 X 8cm,,,,,,,,
18,[공식]롱샴 르 플리아쥬 그린 탑핸들백 L1623919001,"200,000원",luxury,가방,"100% 나일론, 천연가죽(소)",,제조사 : 롱샴 / 수입자 : ㈜롱샴코리아,"프랑스, 루마니아, 모리셔스, 모로코, 중국, 튀니지, 불가리아, 이탈리아 외 국가 (위 국가에서 제조된 상품이 랜덤으로 발송됩니다)",[ 섬유 소재 ] 겉감과 안감을 접착제로 밀착시켜 만든 소재는 시간이 경과함에 따라 습기 등의 영향으로 접착제의 기능이 약화되어 원단의 접착이 떨어지는 현상이 발생할 수 있습니다. 비에 젖은 경우에는 빠르게 수분을 닦아내고 통풍이 잘 되는 곳에서 건조시켜 주십시오. 심하게 젖은 경우엔 동그랗게 색이 착색되는 경우가 있으므로 주의하여 주십시오. 직물 소재의 특성상 사용함에 따라 모서리 및 표면이 마모될 수 있습니다. 천 소재의 가방은 물세탁 및 드라이크리닝을 금하고 있으니 유의하여 사용 바랍니다. 사용하면서 발생하는 제품 오염의 세탁 서비스는 대행해 드리지 않습니다.,"[ 품질보증 기준 ] 롱샴 제품의 품질 보증서를 소지하신 고객에 한해, 구매일 기준 6개월 이내에 상품의 불량이 확인된 경우 무상으로 수선해 드립니다. 단, 고객 부주의에 의한 수선은 품질보증 기간에 상관없이 유상으로 진행되며, 수선 의뢰 시 제품 구매 카드를 반드시 지참하여 해당 구입처로 문의하시기 바랍니다. (면세 상품의 경우, 교환은 불가하며 $600 이상의 상품의 세관에 유치를 통해서만 반품이 가능합니다.) 상품에 동봉되는 품질 보증서 또는 공정거래위원회 고시 소비자 분쟁 해결 기준에 따릅니다. 공정거래위원회 고시 소비자 분쟁 해결기준은 품질 보증서에 우선하여 진행합니다. 분쟁이 발생할 경우 관련법 및 소비자 분쟁 해결 기준에 따릅니다.",㈜롱샴코리아 02-725-1505,블랙,23X22X14cm (밑변X높이X폭),,,,,,,,
19,"""시즌OFF 20%"" [공식]롱샴 르 플리아쥬 그린 숄더백 L2605919P64","160,000원",luxury,가방,"100% 나일론, 천연가죽(소)",,제조사 : 롱샴 / 수입자 : ㈜롱샴코리아,"프랑스, 루마니아, 모리셔스, 모로코, 중국, 튀니지, 불가리아, 이탈리아 외 국가 (위 국가에서 제조된 상품이 랜덤으로 발송됩니다)",[ 섬유 소재 ] 겉감과 안감을 접착제로 밀착시켜 만든 소재는 시간이 경과함에 따라 습기 등의 영향으로 접착제의 기능이 약화되어 원단의 접착이 떨어지는 현상이 발생할 수 있습니다. 비에 젖은 경우에는 빠르게 수분을 닦아내고 통풍이 잘 되는 곳에서 건조시켜 주십시오. 심하게 젖은 경우엔 동그랗게 색이 착색되는 경우가 있으므로 주의하여 주십시오. 직물 소재의 특성상 사용함에 따라 모서리 및 표면이 마모될 수 있습니다. 천 소재의 가방은 물세탁 및 드라이크리닝을 금하고 있으니 유의하여 사용 바랍니다. 사용하면서 발생하는 제품 오염의 세탁 서비스는 대행해 드리지 않습니다.,"[ 품질보증 기준 ] 롱샴 제품의 품질 보증서를 소지하신 고객에 한해, 구매일 기준 6개월 이내에 상품의 불량이 확인된 경우 무상으로 수선해 드립니다. 단, 고객 부주의에 의한 수선은 품질보증 기간에 상관없이 유상으로 진행되며, 수선 의뢰 시 제품 구매 카드를 반드시 지참하여 해당 구입처로 문의하시기 바랍니다. (면세 상품의 경우, 교환은 불가하며 $600 이상의 상품의 세관에 유치를 통해서만 반품이 가능합니다.) 상품에 동봉되는 품질 보증서 또는 공정거래위원회 고시 소비자 분쟁 해결 기준에 따릅니다. 공정거래위원회 고시 소비자 분쟁 해결기준은 품질 보증서에 우선하여 진행합니다. 분쟁이 발생할 경우 관련법 및 소비자 분쟁 해결 기준에 따릅니다.",㈜롱샴코리아 02-725-1505,플라워,28X26.5X15.5cm (밑변X높이X폭),,,,,,,,
20,CP컴퍼니 13CMSS032A 002246G 669 렌즈 와펜 플리스 남성 맨투맨,"179,000원",luxury,,,상세페이지참조,CP컴퍼니/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),,상세페이지참조,(주)트랜드메카 고객센터/1599-3735,color,,코튼,상세페이지참조,상세페이지참조,,,,,
21,페라가모 간치니 키링 22-E014-BK 734287,"170,000원",luxury,키링,CALF+METAL(소가죽+메탈),가로 3.3cm x 세로 5.8cm,FERRAGAMO /병행수입(라프리마),상품상세설명 참조,모든 소재의 제품은 마찰시 이염이 될수 있습니다. 미사용시 평상온도의 습하지 않은 실내에서 더스트백에 보관하시기를 권장합니다. 세탁 및 염색을 필요로 할시에는 꼭 명품수선 전문점 과 상의하셔야 합니다.,관련법 및 소비자 분쟁해결기준에 따름,"라프리마/상담 1833-3946, AS 1833-9347",,,,,,,,,,
22,이자벨마랑 CQ0015 22A024A 11BH 타이론 자수 로고 볼캡,"169,000원",luxury,볼캡,코튼,SIZE - 상세페이지참조,이자벨마랑/(주)트랜드메카-병행수입,브랜드국-프랑스(FRANCE)(원산지:불가리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
23,핸드 페인티드 백 스카프,"130,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
24,[구찌 홀스빗 1955] 카드 케이스 지갑,"700,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
25,[오피디아] 스몰 핸드백,"2,350,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
26,[구찌 홀스빗 1955] 미니백,"1,530,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
27,GG 프린트 홀스빗 실크 넥 보우,"260,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
28,몽블랑 사토리얼 5cc 포켓 114603,"270,000원",luxury,카드지갑,천연가죽(소가죽),100 x 10 x 75 mm,제조사/수입자: 몽블랑,이탈리아,"레더는 빛, 습기, 수분에 민감한 천연 소재입니다. 몽블랑 레더 제품을 완벽한 상태로 유지하고 탈색을 방지하기 위해서는 제품을 고온과 직사광선에 장시간 노출하지 않아야 합니다. 제품이 물에 닿은 경우 매끄럽고 부드러운 천으로 즉시 물기를 제거하여 건조시킵니다. 레더 본연의 부드러움을 유지하려면 레더 케어 제품을 사용하여 관리해 주시기 바랍니다.",관련 법 및 소비자 분쟁해결 규정에 따름,(고객센터) (몽블랑 A/S센터) 1670-4810,,,,,,,,,,
29,몽블랑 사토리얼 6cc 지갑 113215,"500,000원",luxury,지갑,천연가죽(소가죽),115 x 10 x 92 mm,제조사/수입자: : 몽블랑,이탈리아,"레더는 빛, 습기, 수분에 민감한 천연 소재입니다. 몽블랑 레더 제품을 완벽한 상태로 유지하고 탈색을 방지하기 위해서는 제품을 고온과 직사광선에 장시간 노출하지 않아야 합니다. 제품이 물에 닿은 경우 매끄럽고 부드러운 천으로 즉시 물기를 제거하여 건조시킵니다. 레더 본연의 부드러움을 유지하려면 레더 케어 제품을 사용하여 관리해 주시기 바랍니다.",관련 법 및 소비자 분쟁해결 규정에 따름,(고객센터) (몽블랑 A/S센터) 1670-4810,,,,,,,,,,
30,프라다 1ML018 QWA F0002 사피아노 반지갑,"869,000원",luxury,반지갑,소가죽,SIZE - 12cmx8.5cm,프라다/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
31,[버버리] 클래식 체크 캐시미어 스카프 8016395 라프리마,"520,000원",luxury,스카프,CASHMERE(캐시미어100%),가로 168cm x 세로 30cm,BURBERRY /병행수입(라프리마),SCOTLAND,"바지 주머니의 체온과 담으로 인해 가죽이 손상 될수 있으며,뒷주머니에 넣은 상태에서는 외형변형이 생길수도 있으니 항상 주의가 필요합니다. 이로인한 A/S 요청시 원형복원이 어렵습니다. 본 상품은 습기와 열에 약하여 노출 시 상품손상이 우려되오니 유의하시기 바랍니다. 오염이나 변색이 있을 경우 명품수선 전문점이나 가죽수선 전문점에 의뢰하시기 바랍니다. 본 상품은 가죽 소재를 가공한 제품으로 미세한 얼룩, 주름, 스크래치가 나타낼 수 있으며, 이는 상품하자가 아닌 상품 특성임을 알려드립니다. 모니터 해상도나 촬영된 빛의 각도에 따라 색상이 다르게 보일 수 있습니다.",관련법 및 소비자 분쟁해결기준에 따름,"라프리마/ 상담 1833-9346, 수선문의 1833-9347",,,,,,,,,,
32,이자벨마랑 CQ0015 22A024A 30FN 타이론 자수 로고 볼캡,"159,000원",luxury,볼캡,코튼,SIZE - 상세페이지참조,이자벨마랑/(주)트랜드메카-병행수입,브랜드국-프랑스(FRANCE)(원산지:불가리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
33,몽블랑 픽스 블랙 볼펜 114797,"340,000원",luxury,볼펜,고급 블랙 레진,131.6 x 11.7 mm,제조사/수입자:  몽블랑,독일,블랑 필기구는 전용 파우치에 넣어 안전하게 보관하는 것이 좋습니다. 장기간 몽블랑 필기구를 사용하지 않을 때는 만년필에서 잉크를 제거하는 것이 바람직합니다. 장기간 보관 후 다시 사용할 때는 원상태를 복구할 수 있도록 만년필을 세척해 주십시오.,관련 법 및 소비자 분쟁해결 규정에 따름,(고객센터) (몽블랑 A/S센터) 1670-4810,,,,,,,,,,
34,[GG 마몽] 카드 케이스 지갑,"610,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
35,[GG 마몽] 카드 케이스 지갑,"610,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
36,버버리 407900 캐시미어 자수 로고 머플러 2종 택1,"590,000원",luxury,머플러,캐시미어,SIZE - 27cmx218cm,버버리/㈜트렌드메카-병행수입,브랜드국-영국(UNITED KINGDOM)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
37,CP컴퍼니 13CMSS032A 002246G 103 렌즈 와펜 플리스 남성 맨투맨,"179,000원",luxury,,,상세페이지참조,CP컴퍼니/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),,상세페이지참조,(주)트랜드메카 고객센터/1599-3735,color,,코튼,상세페이지참조,상세페이지참조,,,,,
38,발렌시아가 로고 카드지갑 594214-1IZIM-1090,"350,000원",luxury,카드지갑,CALF(소가죽),가로 13.5cm x 세로 8cm,BALENCIAGA /병행수입(라프리마),ITALY,모든 소재의 제품은 마찰시 이염이 될수 있습니다. 미사용시 평상온도의 습하지 않은 실내에서 더스트백에 보관하시기를 권장합니다. 세탁 및 염색을 필요로 할시에는 꼭 명품수선 전문점 과 상의하셔야 합니다.,관련법 및 소비자 분쟁해결기준에 따름,"라프리마/ 상담 1833-9346, 수선문의 1833-9347",,,,,,,,,,
39,GG 자카드 패턴 니트 스카프,"520,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
40,메종키츠네 FM00528KT1036 ANIM 맨투맨,"329,000원",luxury,,,상세페이지참조,메종키츠네/(주)트랜드메카-병행수입,브랜드국-프랑스(FRANCE)(원산지:모로코),,상세페이지참조,(주)트랜드메카 고객센터/1599-3735,그레이,,울,상세페이지참조,상세페이지참조,,,,,
41,Sarah Shoulder A Strap Bag,"939,000원",luxury,크로스백,소가죽100%,,A.P.C/㈜아이디룩,모로코,세탁불가 / 상품 취급주의 참조,1. 공정거래위원회 고시 내 소비자 분쟁해결기준에 의거 보상합니다.  2. 구입 후 7일이내 제품에 손상이 없을 경우 교환 또는 환불 받으실 수 있습니다.  (고객변심에 의한 경우에는 왕복택배비를 부담)   3. 수령상품이 불량일 경우 자체 검품 확인후 교환 또는 환불이 가능합니다.,(주)아이디룩 고객센터 1833-2250,88(BROWN),"크기: 24.7 x 18 cm, 스트랩: 50 cm.",,,,,,,,
42,보테가베네타 522326 V4651 1000 인트레치아토 카드지갑,"299,000원",luxury,카드지갑,소가죽,SIZE - 10cmx8cmx1cm,보테가베네타/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
43,[버버리] 클래식 체크 캐시미어 스카프 8016399 MU GIANT CHK A1353,"417,000원",luxury,스카프,캐시미어 100%,총길이 168 cm X 폭 30 cm,버버리,스코틀랜드,"열이나 직사광선, 습기에 주의하고, 부드러운 소재를 사용하여 닦아주시기 바랍니다.",관련법률 또는 소비자분쟁해결 기준에 따라 처리,02-1544-5828,,,,,,,,,,
44,[공식] 양면 싱글 오브 머플러 4종 택1,"280,000원",luxury,머플러,100% Wool,제조사,,,,,,,,,,,제조국,취급시 주의사항,품질보증기준,A/S 책임자,
45,골든구스 남성 미드스타 GMF00122 F002632 10929,"748,000원",luxury,,,41사이즈 기준: 굽높이(겉굽) 3 (단위 : CM),골든구스 / 골든구스 코리아,이탈리아,"1.천연가죽제품 구두의 경우 땀이나 체열 등 습기에 노출될 경우 가죽의 이염이 발생할 수도 있으며 형태의 변형이발생할수 있으니 가급적 비오는 날이나 습기가많은 장소에는 착용을 하시지 않는것이 좋습니다.    2.제품을 보관할 경우 제품형태의 변형을 막기 위해서 shoe keeper(슈키퍼)를 사용하여 더스트백에 넣은 후 건냉한 곳에 보관하시면 좋습니다.    3.제품에 사용된 가죽은 통기성이 뛰어난 천연가죽으로 제작되어 땀의 흡수 및 마찰에 의해 가죽 염색이 양말에 베어나올수도 있습니다. 초기 사용시 밝은 색 양말의 착용을 피하시는 것이 좋습니다.    4.상품이 물에 젖었을 경우에는 마른 수건으로 물기를 제거한 후 통풍이 잘되는 그늘에서 건조하시기 바랍니다. 직사광선이나 열로 직접 건조하면 변질될 우려가 있습니다.    5.세탁 시 또는 오염이 되었을 때에는 가죽 전문 세탁업체에게 보내어 세탁을 하시고 적합하지 않은 제품(일반세제나 벤졸 등)을 가죽에 사용하였을 경우 얼룩이 생겨 지워지지 않을 수 있음을 알려드립니다.    6.단, 소재가 쎄무 종류일 경우에는 구둣솔 및 고무지우개만 사용하십시오. 가죽 염료는 수성이므로 면, 마 등의 흰 천연 섬유에 오염될 염려가 있으니 습기, 땀 등에 주의를 요합니다.    7.상품의 용도 이외에는 사용을 금합니다.     ※제품의 보다 안전한 사용을 위해 제품에 부착된 케어라벨을 반드시 확인한 후 사용하여 주십시오.",구매일로부터 1년,(주)스타일쉽 고객센터 : 1811-4073,상세페이지 참조,,겉감: 소 가죽 100% 안감: 면 55% 소 가죽 45% 밑창: 고무 100%,,,,,,,
46,마이 마 01,"249,000원",luxury,선글라스,아세테이트,"프레임 정면 151 mm, 프레임 옆면 150.5 mm, 렌즈 가로 65.1 mm, 렌즈 높이 56.3 mm",젠틀몬스터,중국,사용상 주의사항  - 태양 직접 관촬용이 아님 - 일광욕실에서와 같은 인공 광원에 대한 보호용이 아님 - 역학적 충격 위해에 대한 눈 보호용이 아님  취급 주의사항  - 제품을 착용한 상태에서의 격렬한 운동은 파손으로 인해 얼굴에 중상을 입힐 위험이 있으니 주의하시기 바랍니다. - 제품은 케이스에 넣어 건조한 장소에 보관하십시오. - 섭씨 영하 10도에서 영상 35도 사이의 온도에 보관하십시오. - 차 안 대시보드와 같이 밀폐된 공간에서 햇볕에 노출되거나 고온에 방치되는 경우 제품 기능에 손상을 줄 수 있습니다.,관련법 및 소비자 분쟁해결 기준에 따름,주식회사 아이아이컴바인드,,,,,,,,,,
47,가죽 카드 홀더,"362,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
48,[GG 마몽] 카드 케이스 지갑,"700,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
49,마이스터스튁 명함 지갑 14108,"350,000원",luxury,명함지갑,천연가죽(소가죽),75 x 15 x 110 mm,몽블랑,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
50,생로랑 금장 플랩 카드케이스(668290 BOWA1),"692,000원",luxury,카드케이스,소가죽,,생로랑//롯데쇼핑(주),이탈리아,품질보증기준,,,블랙(BK),"""11 X 9 X 2,5 CM """,,,,,,,,A/S 책임자
51,사피아노 가죽 3단 지갑,"650,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
52,[친구 맺고 3%적립] [30%off][토리버치 공식]페리 봄베 더블집 크로스바디,"370,000원",luxury,가방,겉감 : 천연가죽(소). 안감 : 폴리에스터 100%. 배색 : 천연가죽(소).,,삼성물산 패션부문,필리핀,1. 이 제품은 가죽 배색 제품으로 세탁 불가합니다. 2. 세탁하면 가죽 부위가 수축되어 제품 형태가 변형될 수 있습니다. 3. 부분적인 오염은 발생 즉시 미지근한 중성세제로 닦아낸 후 모양을 잡아 그늘에서 건조하십시오. 4. 짙은 색상의 경우 일광에 지속적으로 노출되면 탈색될 수 있습니다.,1. 본 제품은 정부 고시 소비자분쟁해결 기준에 의거하여 고객의 피해를 보상해드립니다.,삼성물산 패션부분 1599-0007,블랙,F,,,,,,,,
53,마이스터스튁 플래티넘 라인 미드사이즈 볼펜 114185,"620,000원",luxury,볼펜,고급 블랙 레진,141.7 x 13.7 mm,몽블랑,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
54,체크 GG 울 스카프,"620,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
55,톰브라운 MAW302A 00198 001 디보스드 4 바 카드지갑,"299,000원",luxury,카드지갑,소가죽,SIZE - 10cmx8cm,톰브라운/㈜트랜드메카-병행수입,브랜드국-미국(USA)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
