,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,재질,구성품,크기,출시년월,제조사,제조국,수입식품안전관리특별법에 따른 수입신고,품질보증기준,A/S 책임자,종류,소재,치수,취급시 주의사항,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,제품구성,세탁방법/취급시 주의사항,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,제조연월,KC 인증 필 유무,정격전압/소비전력,"크기,무게",주요 사양,HB21-26-0383,사용연령 또는 체중범위,"취급방법 및 취급시 주의사항, 안전표시 (주의, 경고 등)","크기, 중량",소재/순도/밴드재질,중량,제조자,착용 시 주의사항,보증서 제공 여부,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
140,"""귀여운 선물"" '아기자기 홈카페' 내열 이중유리컵 곰돌이 고양이 오리 동물컵 글라스 280ml","8,500원",samll_gift,,,,,,,,,,,,,"이중유리컵 / 고양이, 곰, 오리, 판다, 돼지",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,중국,수입식품안전관리특별법에 따른 수입신고를 필함,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"""귀여운 먹순이"" 춘식이 대용량 시리얼 글라스 요거트볼 (톡별)","9,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,2021.10.14,상품상세설명 참조,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,구매일로부터 1년,에이치앤프렌즈 / 031-754-7701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,[선물포장] 코코도르 디퓨저 고급형 선물세트,"14,900원",samll_gift,,,,,,,,,,,,02-3445-0101,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[단독 선물포장🎁] ""너를 위한 따뜻한 선물""얼모스트블루 인기 목도리 모음 21종/여자친구 생일 선물 포장","24,800원",samll_gift,,,,,,,,,,,,,,,,,,얼모스트블루,대한민국,,관련 법령에 따름,얼모스트블루 070-8800-7527,머플러,acrylic 100%,상품상세설명 참조,제품에 이물질이 묻었을 경우 젖은 헝겊으로 오염부분을 조심히 닦아주세요. 세탁 필요 시 드라이클리닝을 권장 드립니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"""너만큼 귀여워"" 춘식이 스태커블 유리컵 2P세트 (톡별)","10,800원",samll_gift,,,,,,,,,,,,,춘식이 스태커블 유리컵 2P,유리제,2P,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,구매일로부터 1년,(주)에이치앤프렌즈 031-754-7701 (업무시간 10:00~17:00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"""면역력이 필요할때"" 종근당건강 비타민D 2000IU+아연 1박스 (3개월분)","13,900원",samll_gift,비타민D 2000IU,,건강기능식품,㈜종근당건강/충남 당진시 송악읍 복운 1길 30 (상품상세 내 표기),,"500mg x 90 캡슐(45g), 1병","비타민D3유지(비타민D3,가공유지,DL-α-토코페롤),산화아연,포도씨유,아마씨유,올리브유,밀납,대두레시틴,D-α-토코페롤캡슐기제:젤라틴,정제수,글리세린,치자황색소,이산화티타늄(합성착색료)",,해당사항 없음,"""※ 본 제품은 알류(달걀), 우유, 메밀, 땅콩, 밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 호두, 조개류(굴, 홍합 포함)를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ※ 본 제품은 공정거래위원회 고시 소비자분쟁해결기준에 의거 교환 또는 보상받을 수 있습니다. ※ 부작용 이상사례 신고는 국번없이 1577-2488""",해당사항 없음,080-288-8880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"입고시마다 매번달라 표기가 어려우며, 주문일 기준 50%이상 남은 상품으로 배송해드립니다. 02-288-8880으로 연락주시면 자세한 안내가 가능합니다., 제조일로부터 2년",,,,,,,,,,,,,,,,,,,"비타민D:칼슘과 인이 흡수되고 이용되는데필요,뼈의형성과유지에필요,골다공증발생 위험 감소에 도움을줌아연:정상적인 면역기능에 필요,정상적인 세포분열에필요비율","1일 1회,1회 1캡슐씩 식전또는 식후에 관계없이 충분한물과 함께 섭취하십시오/특이체질, 특정 질환이 있으신 분은 사전 체크하시기 바랍니다. 과다 섭취시 문제가 발생할 수 있습니다.","1일 섭취량 : 열량 0kcal,탄수화물 0g(0%),단백질0g(0%),지방0g(0%),나트륨0g(0%),비타민D50ug(0%),아연10mg(118%)%영양소기준치 : 1일 영양소기준치에 대한 비율",질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,
146,차량용 방향제_바람개비_라이언/어피치,"17,000원",samll_gift,,,,,,,,,,,,,차량용 방향제_바람개비 리틀라이언 8809814926276 / 차량용 방향제_바람개비 리틀어피치 8809814926283,,,,,나인브릿지,한국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB21-12-1734,카카오프렌즈 고객센터 1577-6263,,,,,,,,,,,,,,,,,,,,,,,,
147,"""돌아온 스누피"" 피너츠 댄스댄스 글라스잔 2P세트","11,500원",samll_gift,,,,,,,,,,,,,"""어머~이건 사야해 스누피"" 피너츠 댄스댄스 글라스잔 2P세트",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,202008,상품상세설명 참조,상품상세설명 참조,수입식품안전관리특별법에 따른 수입신고를 필함,구매일로부터 1년,(주)에이치앤프렌즈 / 031-754-7701 (10:00~17:00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"""거실에 화사함을 더한"" 멜번 어그 층간소음 슬리퍼 실내화 6종택1","4,900원",samll_gift,,,,,,,,,,,,,,,,,,상세페이지참조,상품상세설명 참조,,상세페이지참조,상세페이지참조,,,상세페이지참조,상세페이지참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세페이지참조,상세페이지참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"""날씨를 예측하는"" 크리스탈 LED 원목 무드등","19,900원",samll_gift,,,,,,,,,,,,,"""날씨를 예측하는"" 크리스탈 LED 원목 무드등",,,,,올쉐이프 OEM,중국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당사항 없음,올쉐이프 고객센터 02-6463-5890,,,,,,,,,,,,,,,,,,,,,,,,
150,방콕 집순이 후드담요_2 (집순이담요),"17,900원",samll_gift,,,,,,,,,,,,,방콕 집순이 후드담요,,,,,바나나빌딩,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당사항 없음,070-7649-1717,,,,,,,,,,,,,,,,,,,,,,,,
151,"""귀여움의 정석"" 춘식이 베이비필로우","12,000원",samll_gift,,,,,,,,,,,,,춘식이 베이비필로우 8809721507674,"[표면] 폴리에스터 96% , 폴리우레탄 4% / [솜] 폴리에스터 100%",,,2020.12,토이스토리,중국,,본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 및 보상을 받으실 수 있습니다.,카카오프렌즈 고객센터 1577-6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,오렌지&nbsp;외,,,,,,,,,,CB063R1575-0022,,,,,3세 이상,1)&nbsp;포장은 반드시 부모님(보호자)께서 개봉해 주시고 분리 수거해 주십시오. 2) 제품 용도 이외에는 사용하지 마십시오. 3) 입에 넣고 물거나 빨지 않도록 주의 하십시오. 4) 불에 직접 닿거나 가까이 하지 마세요. 5) 세탁기 사용을 금하고 손으로 세탁하여 주십시오. 6) 물에 젖을 경우 그늘에서 말려 주십시오.,"약&nbsp;14*32*5cm, 185g",,,,,,,,,,,
152,[집들이선물] 모래멍 샌드아트 원형 오브제 3D 모래시계 4colors,"14,500원",samll_gift,,,,,,,,,,,,,샌드아트 모래시계,,,,,홈즈,중국OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세페이지 참조,070-8064-0754,,,,,,,,,,,,,,,,,,,,,,,,
153,"""끼니는 챙겨먹어"" 비상식량 볶음밥 7봉 세트(김치/새우/우삼겹깍두기)","15,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,즉석조리식품(가열하여섭취하는냉동식품),상품상세설명 참조,"지속적인 생산으로 정확한 제조일자 기입이 어렵습니다. 제조일로부터 유통기한 9개월(냉동)제품으로 유통기한 50%이상 남은 제품으로 순차배송됩니다. 관련문의는 02)3397-6250 (온라인파트) 로 문의주시길 바랍니다., 제조일로부터 9개월 (냉동)",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항없음,냉동 보관,해당사항없음,신세계푸드 고객상담센터 02)3397-6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"""올인원 명품 비타민"" 리즈랩 바이알 이뮨 19종 멀티비타민&미네랄 7입","19,900원",samll_gift,리즈랩 바이알 이뮨,,건강기능식품,상품상세설명 참조,,7EA x 1set,"비타민E혼합제제분말(DL-a-토코페릴초산염,변성전분,말토덱스트린,이산화규소),비타민C,글루콘산아연,니코틴산아미드,비타민B1질산염,아셀렌산나트륨,건조효모1(몰리브덴),비타민B6염산염,푸마르산제일철,건조효모2(크롬),판토텐산칼슘,황산망간,글루콘산동,분말비타민A혼합제제(유성비타민A지방산에스테르,포도당시럽분말,아바리아검,옥수수전분,비타민E),비타민D3혼합제제분말(비타민D3,아라비아검,자당,옥수수전분,가공유지,이산화규소,비타민E),비타민K1혼합제제(비타민K1,아라비아검,자당),엽산,요오드칼륨,비오틴,정제수,열대과일혼합농축액(오렌지농축액,망고농축액,패션프루트농축액,구아바농축액,바나나퓌레),프락토올리고당,말티톨시럽,망고농축액,효소처리스테비아,결정셀룰로스,변성전분,망고향,잔탄검,구연산,구연산삼나트륨,히드록시프로필메틸셀룰로스,해조분말,당근추출물,가교카복시메틸셀룰로스나트륨,이산화규소,황금혼합추출물,스테아린산마그네슘,이산화티타늄(착색료),마늘추출물분말,레몬밤추출물,페퍼민트추출물분말,글리세린지방산에스테르",,해당없음,"1) 임산부, 수유여성, 질병치료 중인 분은 섭취 전 의사와 상담 후 섭취하십시오. 2) 특정 성분에 알레르기가 있으신 분은 원료명을 확인 후 섭취하십시오. 3) 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다. 4) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담하십시오. 5) 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오. 6) 특히 6세 이하는 과량 섭취하지 않도록 주의하십시오. 7) 당뇨병이 있는 경우 섭취 전 전문가와 상담하십시오. 8) 항응고제 등 복용 시 전문가와 상담하십시오.",해당없음,070-4477-4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2022년 3월 이후 상시제조, 제조일로부터 24개월, 유통기한은 상시제조하여 계속 바뀌는 부분으로 자세한사항은 고객센터로 문의부탁드립니다",,,,,,,,,,,,,,,,,,,상품상세설명 참조,"1일 섭취량 : 1병[액상20ml + 정제(450mg x 2정)] 섭취방법 : 1일 1회 1병을 제품 상단의 실링지를 제거하여 정제를 꺼내 드시고, 뚜껑을 열어 액상을 음용하십시오. 섭취시 주의사항 : 1) 임산부, 수유여성, 질병치료 중인 분은 섭취 전 의사와 상담 후 섭취하십시오. 2) 특정 성분에 알레르기가 있으신 분은 원료명을 확인 후 섭취하십시오. 3) 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다. 4) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담하십시오. 5) 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오. 6) 특히 6세 이하는 과량 섭취하지 않도록 주의하십시오. 7) 당뇨병이 있는 경우 섭취 전 전문가와 상담하십시오. 8) 항응고제 등 복용 시 전문가와 상담하십시오.",상품상세설명 참조,질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,
155,"""수고했어 오늘도"" 스팀베이스 온열안대 아이마스크 5매입, 수면안대 눈찜질 생일선물","6,900원",samll_gift,,,,,,,,,,,,,,,,,,,대한민국,,본 제품에 이상이 있을 경우 공정거래위원회 고시에 의거 보상해드립니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5매입 * 3box (총 15매입),모든 피부용,"제조일로부터 36개월, 개봉 후 즉시 사용",상품상세설명 참조,"제조업자 : (주)허밍아비스, 판매업자 : (주)허밍아비스","철분, 활성탄, 온천수, 펄프, 소금",해당없음,1. 너무 뜨겁다고 느껴지는 경우 바로 사용을 중지해 주십시오. 저온으로 화상을 입을 수 있습니다.,070-4803-7018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"""텀블러"" [총2개] 글라스락 텀블락 플레인 머그 텀블러 500ml 2개세트 (컬러 선택 가능)","19,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"""나만의 무드"" [4종세트]Owning 홈캉스 미니빔 뷰포인트 프로젝터 감성 홈파티포토존 미니빔","7,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,
158,"""귀여운 선물"" New 벨리곰 똑딱이 단추 부들 담요+수면양말 [+선물포장] (톡별)","16,800원",samll_gift,,,,,,,,,,,,,,,,,,(주)에이치앤프렌즈,상품상세설명 참조,,구입일로부터 1년,(주)에이치앤프랜즈 / 031-754-7701 (10:00-17:00),,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,핑크색,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
159,[핸드메이드] '따뜻한 겨울 보내길' 보들 포근 남녀공용 국산 목도리 머플러 40종 택1,"16,900원",samll_gift,,,,,,,,,,,,,,,,,,Jarmonic.Inc 협력업체,상품상세설명 참조,,상품상세설명 참조,02-6956-6788(월~금10:00~17:00/점심시간13:00~14:00),목도리,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"""하루한알 상큼하게"" 맛있는 비타민 메이크미 멀티비타민 90정 (3개월분)","11,900원",samll_gift,상품상세설명 참조,,건강기능식품,(주)노바렉스 /  충청북도 청주시 청원구 오창읍 각리1길 94,,"108g(1,200mg x 90정), 1",상세페이지 참조,,해당없음,상품상세설명 참조,해당없음,080-996-5000(수신자부담),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"입고 시 마다 매번달라 표기가 어려우며, 배송일 기준 제조일로부터 50% 이상 남은 상품으로 배송 됩니다. (품질유지기한 : 제조일로부터 24개월), 입고 시 마다 매번달라 표기가 어려우며, 배송일 기준 제조일로부터 50% 이상 남은 상품으로 배송 됩니다. (품질유지기한 : 제조일로부터 18개월)",,,,,,,,,,,,,,,,,,,상세페이지 참조,상세페이지 참조,상세페이지 참조,본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,
161,"""생일/집들이 선물"" 플렌느 인테리어 방향제 테라조 마블 디퓨저 200ml 2개입 선물세트","15,900원",samll_gift,,,,,,,,,,,,허브타임 고객센터 070-4171-9879,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,해당사항없음,상품상세설명 참조,없음,상품상세설명 참조,대상아님,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,[취향을 찾는 즐거움] [선물포장/5종세트] 콜린스 올인원 인센스 스틱 MIX (라이터+홀더+트레이),"20,000원",samll_gift,,,,,,,,,,,,1522-8671,,,,,,,,,,,,,,,상품상세설명 참조,일반용-실내공간용/분사형-연소형,해당사항 없음,상품상세설명 참조,해당사항 없음,"한국/청솔향방, 경기도 이천시 도자예술로61번길 26, 031-632-5401",해당사항 없음,"백단(리그닌 등), 향료(리날로올 등)",상품상세설명 참조,제DB20-12-2082호/제DB20-12-0723호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,불독 트레이 액세서리 차키 보관함 2종,"29,900원",samll_gift,,,,,,,,,,,,,불독 트레이,,,,,젊은이마켓,중국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,032-672-6046,,,,,,,,,,,,,,,,,,,,,,,,
164,코코도르 디퓨저 리필액 200ml 1+1+용기+스틱5P,"8,900원",samll_gift,,,,,,,,,,,,02-3445-0101,,,,,,,,,,,,,,,상품상세설명 참조,상세참조,"제조연월: 별도표시, 유통기한: 해당없음",상품상세설명 참조,해당없음,상품상세설명 참조,해당없음,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[단독판매] ""언제 어디서나 기대"" 욜로 라이프 에어체어 삼각쿠션","19,900원",samll_gift,,,,,,,,,,,,,,,,,,상세페이지 참조,상품상세설명 참조,,상세페이지 참조,"A/S 불가, 고객센터: 070-7808-1112",,,상세페이지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"""집들이선물"" [홈카페 가벼운선물] 어글리 점박이 손잡이머그컵 2컬러","12,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,수입식품안전관리특별법에 따른 수입신고를 필함.,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[1+1/총2개] ""꽃을 담은"" 하바리움 디퓨저 1+1 (200ml X 2개 대용량 DIY)","11,900원",samll_gift,,,,,,,,,,,,02-3445-0101,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,어린이 보호포장 대상 아님,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"""홈술선물"" 라이언/어피치 미니 소주잔 4P+페이스 미니접시 (톡별)","11,800원",samll_gift,,,,,,,,,,,,,카카오프렌즈 소주잔 안주접시,유리제,소주잔 4P,상세페이지,상세페이지,상세페이지,상품상세설명 참조,식품위생법에따를신고를필함,구입일로 1년,031-754-7701 전보라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"""사랑스러움을 너에게"" 헬로키티 베이직 롱베개 바디필로우 인형 쿠션","24,900원",samll_gift,,,,,,,,,,,,,,,,,,(주)나라홈데코,상품상세설명 참조,,제품 이상시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,070-4335-5522,,,20x70(±3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,폴리에스터100%,화이트&amp;핑크,입체롱베개1개,· 미지근한 물에 중성세제를 사용하십시오. · 물에 오래 담궈 놓지 마십시오. · 스팀 건조 하지 하십시오. · 세제는 되도록 적게 사용하십시오. · 섬유유연제 사용 하지 마십시오. · 불에 닿지 않도록 주의하십시오. · 소비자 부주의로 인한 제품 손실은 보상 되지 않으니 주의하십시오.,,,,,,,,,,,,,,,,,,,,,,,,,,
170,[사티아] 나그참파 인센스 스틱 15g + 인센스 콘 + 홀더 쇼핑백 세트,"9,900원",samll_gift,,,,,,,,,,,,고객센터 02-6010-6400,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,해당사항없음,상품상세설명 참조,해당사항없음,상품상세설명 참조,해당사항없음,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,'가방안에 쏙 들어가는 쿼여움' 쿼카 다용도 파우치 2종,"11,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,제조자 : 메세 / 수입자 : 메세,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,사용 연령 : 만 3세 이상,메세물류센터 070-7122-6004,,,,,,,,,,,,,,,,,,,,,,,,
172,"""Best 선물🎁"" 직수입 장용성캡슐 오메가3 골드 1100 1병 3개월분","19,900원",samll_gift,premium 오메가3 골드 1100,,건강기능식품,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,해당사항없음,상품상세설명 참조,수입식품안전관리특별법에 따른 수입신고를 필함,1588-7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"제조연월일 : 입고시마다 매번달라 표기가 어려우며, 1588-7056 으로 연락주시면 자세한 안내가 가능합니다. / 유통기한 : 제조일로부터 3년",,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,
173,유유자적 DUCK 오리 애착인형 바디필로우 60cm,"19,800원",samll_gift,,,,,,,,,,,,,[토이웍스] KC정품 유유자적 DUCK 오리 애착인형 60cm,,,,,상품상세설명 참조,한국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,'카카오챗봇 문의: https://www.whitecotton.kr/ (화이트코튼 홈페이지 카톡상담 버튼 클릭)',,,,,,,,,,,,,,,,,,,,,,,,
174,"""꽃향기"" 코코도르 미니 디퓨저 50ml X 2개 (차량용 가능 / 미끄럼방지 패드 포함)","8,900원",samll_gift,,,,,,,,,,,,02-3445-0101,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"""명품은 비싸더라.."" [너를 위한 명품 머그] 웃긴 집들이 선물 (머그+스푼+접시)","18,900원",samll_gift,,,,,,,,,,,,,엣지 머그컵 세트,도자기,컵1P + 트레이1P + 스푼1P,"컵(넓이75mm), 트레이(가로203*세로122mm), 스푼(147mm)",2022년 8월,COOKCHA,중국,수입식품안전 관리 특별법에 따른 수입신고를 필함,관련법 및 소비자분쟁해결기준에 따름,대표번호 031-322-8878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,마이플립 맘편한세상 무드등 블루투스 스피커 + 분리형 충전기,"11,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,2020.07,상품상세설명 참조,상품상세설명 참조,,관련법 및 소비자분쟁해결기준에 따름,031-790-1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,
177,리틀 얼굴쿠션_라이언/어피치/죠르디,"16,000원",samll_gift,,,,,,,,,,,,,,,,,,토이스토리,중국,,본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 및 보상을 받으실 수 있습니다.,카카오프렌즈 고객센터 1577-6263,,,"약 23*13*26cm, 200g 내외",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[겉감] 폴리에스터 96%, 폴리우레탄 4% [충전재] 폴리에스터 100%",오렌지 외,쿠션 1개,포장은 반드시 보호자가 개봉 제품 용도 이외에는 사용하지 말것 만 3세 미만의 어린이가 사용하기에는 부적합함 30도의 미지근한 물에 중성세제를 사용하여 세탁기로 약하게 세탁 또는 약한 손세탁 가능 건조기 혹은 뜨거운 바람에 말리지 말것 물에 젖을 경우 그늘에서 말릴것,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[따뜻한 선물 추천] ""찌그러져도 괜찮아"" 쫀득모찌 찌그렁오리 스트레스해소 쿠션 (톡별)","15,900원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 및 보상을 받으실 수 있습니다. / 제품 수령일로 부터 7일 이내,잇츠유어프라임타임 고객센터 070-8804-2345,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
